gu,Date,offense,Count
74-A (MATINA CROSSING),2021-08-01,IDENTITY THEFT,3
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",2021-08-01,COMPUTER FRAUD,4
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",2021-08-01,ONLINE SCAM,3
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",2021-08-01,COMPUTER FRAUD,2
WANGAN,2021-08-01,ILLEGAL POSSESSION OF FIREARM,4
VICENTE HIZON SR.,2021-08-01,DISTURBANCE,6
BARANGAY 32-D,2021-08-01,THREATS,4
CATALUNAN GRANDE,2021-08-01,HACKING,4
BARANGAY 18-B,2021-08-01,ONLINE SCAM,4
"INDANGAN (BRGY UNDER PS 13, DCPO)",2021-08-01,PHYSICAL INJURY,2
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",2021-08-01,UNAUTHORIZED ACCESS,3
CARMEN,2021-08-01,ROBBERY,4
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",2021-08-01,ILLEGAL POSSESSION OF FIREARM,5
MALABOG,2021-08-01,PHYSICAL INJURY,3
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",2021-08-01,CYBER LIBEL,2
BARANGAY 23-C,2021-08-01,VANDALISM,3
SAN ISIDRO,2021-08-01,DISTURBANCE,2
MULIG,2021-08-01,CYBER LIBEL,4
SALAPAWAN,2021-08-01,DATA BREACH,1
EDEN,2021-08-01,VANDALISM,4
TAMUGAN,2021-08-01,UNAUTHORIZED ACCESS,1
CARMEN,2021-08-01,DRUNK DRIVING,2
SANTO NINO,2021-08-01,PHYSICAL INJURY,4
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",2021-08-01,THEFT,7
BARANGAY 28-C,2021-08-01,PHYSICAL INJURY,7
LAMANAN,2021-08-01,ONLINE SCAM,2
WANGAN,2021-09-01,VANDALISM,5
BARANGAY 27-C,2021-09-01,ILLEGAL GAMBLING,6
TORII (POB.),2021-09-01,IDENTITY THEFT,1
BAGO OSHIRO,2021-09-01,THREATS,6
BARANGAY 26-C,2021-09-01,DATA BREACH,1
BAO JOAQUIN,2021-09-01,ILLEGAL POSSESSION OF FIREARM,5
"ACACIA (BRGY UNDER PS 13, DCPO)",2021-09-01,ILLEGAL DRUGS,6
SIRIB,2021-09-01,HACKING,3
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",2021-09-01,DISTURBANCE,3
CALINAN (POB.),2021-09-01,MURDER,4
SUBASTA,2021-09-01,UNAUTHORIZED ACCESS,2
SALOY,2021-09-01,HACKING,1
SANTO NINO,2021-09-01,THEFT,6
SANTO NINO,2021-09-01,HACKING,1
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",2021-09-01,UNAUTHORIZED ACCESS,2
BAGUIO PROPER,2021-09-01,IDENTITY THEFT,3
TIGATTO,2021-09-01,RAPE,2
MALABOG,2021-09-01,ILLEGAL POSSESSION OF FIREARM,7
TAPAK,2021-09-01,ILLEGAL GAMBLING,4
TUNGKALAN,2021-09-01,ILLEGAL POSSESSION OF FIREARM,2
BARANGAY 18-B,2021-09-01,ILLEGAL POSSESSION OF FIREARM,5
CATALUNAN GRANDE,2021-09-01,CYBER LIBEL,3
BARANGAY 18-B,2021-09-01,DRUNK DRIVING,5
ALAMBRE,2021-09-01,ONLINE SCAM,4
ULA,2021-09-01,ILLEGAL GAMBLING,4
TIGATTO,2021-09-01,THEFT,6
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",2021-09-01,THEFT,4
TAMAYONG,2021-09-01,UNAUTHORIZED ACCESS,3
MARAPANGI,2021-09-01,HACKING,1
LAMANAN,2021-09-01,ILLEGAL POSSESSION OF FIREARM,5
WANGAN,2021-09-01,PHYSICAL INJURY,3
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",2021-09-01,DATA BREACH,3
MAPI-ILA,2021-09-01,MURDER,6
BARANGAY 22-C,2021-09-01,VANDALISM,7
RIVERSIDE,2021-09-01,THREATS,7
SIRIB,2021-09-01,THEFT,2
MATINA PANGI,2021-09-01,IDENTITY THEFT,1
ILANG,2021-09-01,DRUNK DRIVING,7
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",2021-09-01,THREATS,4
"ACACIA (BRGY UNDER PS 13, DCPO)",2021-09-01,DRUNK DRIVING,2
"MANDUG (BRGY UNDER PS 13, DCPO)",2021-09-01,THEFT,3
MINTAL,2021-09-01,DISTURBANCE,7
SALOY,2021-09-01,DRUNK DRIVING,4
TUGBOK (POB.),2021-09-01,THREATS,2
ILANG,2021-09-01,IDENTITY THEFT,3
SUAWAN (TULI),2021-09-01,RAPE,3
PAMPANGA,2021-09-01,MURDER,4
BARANGAY 38-D (OB.),2021-09-01,ILLEGAL GAMBLING,2
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",2021-09-01,COMPUTER FRAUD,3
ALAMBRE,2021-09-01,VANDALISM,4
MAHAYAG,2021-09-01,THEFT,7
TORII (POB.),2021-09-01,UNAUTHORIZED ACCESS,2
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",2021-09-01,DISTURBANCE,3
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",2021-09-01,PHYSICAL INJURY,2
ALFONSO ANGLIONGTO SR,2021-09-01,ILLEGAL POSSESSION OF FIREARM,3
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",2021-09-01,THREATS,4
SALUMAY,2021-09-01,HACKING,1
MAPI-ILA,2021-09-01,ILLEGAL DRUGS,4
TAMAYONG,2021-09-01,ILLEGAL GAMBLING,7
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",2021-09-01,ILLEGAL GAMBLING,6
MINTAL,2021-09-01,RAPE,5
CAWAYAN,2021-09-01,DRUNK DRIVING,7
TALOMO RIVER,2021-09-01,MURDER,6
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",2021-09-01,CYBER LIBEL,3
BARANGAY 2-A (POB.),2021-09-01,DATA BREACH,4
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2021-09-01,UNAUTHORIZED ACCESS,1
NEW VALENCIA,2021-09-01,THREATS,6
BARANGAY 27-C,2021-09-01,ILLEGAL DRUGS,3
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",2021-09-01,ILLEGAL GAMBLING,6
SUBASTA,2021-09-01,ONLINE SCAM,4
BUHANGIN (POB.),2021-09-01,UNAUTHORIZED ACCESS,2
BANTOL,2021-09-01,THEFT,2
76-A (BUCANA),2021-09-01,RAPE,4
BARANGAY 26-C,2021-09-01,RAPE,4
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",2021-09-01,RAPE,7
LIZADA,2021-09-01,DISTURBANCE,7
WINES,2021-09-01,COMPUTER FRAUD,3
BARANGAY 22-C,2021-09-01,THEFT,7
BUDA,2021-09-01,IDENTITY THEFT,2
BARANGAY 13-B,2021-09-01,ILLEGAL POSSESSION OF FIREARM,4
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",2021-10-01,CYBER LIBEL,1
LAMANAN,2021-10-01,PHYSICAL INJURY,6
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",2021-10-01,COMPUTER FRAUD,4
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",2021-10-01,ROBBERY,5
SALAPAWAN,2021-10-01,UNAUTHORIZED ACCESS,1
GUMITAN,2021-10-01,PHYSICAL INJURY,7
"ACACIA (BRGY UNDER PS 13, DCPO)",2021-10-01,VANDALISM,4
BAGO OSHIRO,2021-10-01,RAPE,7
BANTOL,2021-10-01,IDENTITY THEFT,4
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",2021-10-01,VANDALISM,7
MALAGOS,2021-10-01,DATA BREACH,3
SANTO NINO,2021-10-01,ROBBERY,6
BARANGAY 26-C,2021-10-01,DISTURBANCE,5
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",2021-10-01,HACKING,1
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",2021-10-01,HACKING,2
ALAMBRE,2021-10-01,PHYSICAL INJURY,6
BUDA,2021-10-01,VANDALISM,6
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",2021-10-01,VANDALISM,5
TAMBOBONG,2021-10-01,ILLEGAL GAMBLING,6
TIBUNGCO,2021-10-01,ILLEGAL GAMBLING,2
SIRIB,2021-10-01,MURDER,4
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",2021-10-01,DATA BREACH,3
GUMITAN,2021-10-01,RAPE,7
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",2021-10-01,ILLEGAL DRUGS,3
SALOY,2021-10-01,IDENTITY THEFT,1
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",2021-10-01,ONLINE SCAM,2
BARANGAY 37-D,2021-10-01,VANDALISM,3
BANGKAS HEIGHTS,2021-10-01,HACKING,3
GUMITAN,2021-10-01,VANDALISM,5
BARANGAY 5-A (POB.),2021-10-01,ILLEGAL GAMBLING,6
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",2021-10-01,RAPE,7
CABANTIAN,2021-10-01,PHYSICAL INJURY,2
TALOMO (POB.),2021-10-01,DRUNK DRIVING,3
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",2021-10-01,ILLEGAL GAMBLING,3
SUAWAN (TULI),2021-10-01,IDENTITY THEFT,1
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",2021-10-01,VANDALISM,6
TAPAK,2021-10-01,HACKING,1
BUDA,2021-10-01,ILLEGAL POSSESSION OF FIREARM,2
TAMAYONG,2021-10-01,ROBBERY,7
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",2021-10-01,DATA BREACH,4
TUNGKALAN,2021-10-01,ILLEGAL GAMBLING,3
BUDA,2021-10-01,VANDALISM,3
BARANGAY 26-C,2021-10-01,DISTURBANCE,5
MAGSAYSAY,2021-10-01,ILLEGAL DRUGS,5
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",2021-10-01,ILLEGAL POSSESSION OF FIREARM,7
TAPAK,2021-10-01,ILLEGAL GAMBLING,4
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",2021-10-01,DISTURBANCE,2
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",2021-10-01,ILLEGAL DRUGS,4
CAWAYAN,2021-10-01,VANDALISM,5
PAMPANGA,2021-10-01,DRUNK DRIVING,5
LUBOGAN,2021-10-01,DISTURBANCE,5
BINUGAO,2021-10-01,ILLEGAL DRUGS,7
BINUGAO,2021-10-01,ILLEGAL POSSESSION OF FIREARM,6
ALFONSO ANGLIONGTO SR,2021-10-01,RAPE,3
BARANGAY 3-A (POB.),2021-10-01,DRUNK DRIVING,4
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",2021-10-01,MURDER,6
BARANGAY 28-C,2021-10-01,DISTURBANCE,4
WINES,2021-10-01,DATA BREACH,2
BAGANIHAN,2021-10-01,IDENTITY THEFT,1
MAGSAYSAY,2021-10-01,ONLINE SCAM,2
ILANG,2021-10-01,DATA BREACH,3
SUBASTA,2021-10-01,ROBBERY,7
TAMBOBONG,2021-10-01,THREATS,6
LIZADA,2021-10-01,CYBER LIBEL,2
"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",2021-10-01,IDENTITY THEFT,1
NEW VALENCIA,2021-10-01,ILLEGAL POSSESSION OF FIREARM,2
LAMANAN,2021-10-01,COMPUTER FRAUD,2
BARANGAY 17-B,2021-10-01,ILLEGAL DRUGS,5
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",2021-10-01,MURDER,7
BARANGAY 28-C,2021-10-01,ROBBERY,7
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",2021-10-01,ILLEGAL POSSESSION OF FIREARM,2
MALAGOS,2021-10-01,CYBER LIBEL,3
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",2021-10-01,ILLEGAL DRUGS,3
BARANGAY 2-A (POB.),2021-10-01,DATA BREACH,1
SUAWAN (TULI),2021-10-01,DATA BREACH,3
CABANTIAN,2021-10-01,THREATS,2
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",2021-10-01,RAPE,4
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",2021-10-01,DATA BREACH,3
PAMPANGA,2021-10-01,CYBER LIBEL,2
SUAWAN (TULI),2021-10-01,PHYSICAL INJURY,5
SALAYSAY,2021-10-01,RAPE,4
WANGAN,2021-10-01,DRUNK DRIVING,6
MABUHAY,2021-10-01,DRUNK DRIVING,3
BARANGAY 3-A (POB.),2021-10-01,PHYSICAL INJURY,2
TALOMO (POB.),2021-10-01,UNAUTHORIZED ACCESS,3
BARANGAY 37-D,2021-10-01,VANDALISM,3
BARANGAY 3-A (POB.),2021-10-01,VANDALISM,6
SUAWAN (TULI),2021-10-01,ROBBERY,2
TAMAYONG,2021-10-01,COMPUTER FRAUD,3
BAO JOAQUIN,2021-10-01,RAPE,7
PANALUM,2021-10-01,UNAUTHORIZED ACCESS,1
TIBUNGCO,2021-10-01,DRUNK DRIVING,3
SANTO NINO,2021-10-01,COMPUTER FRAUD,4
40-D BOLTON ISLA,2021-10-01,PHYSICAL INJURY,5
BARANGAY 22-C,2021-11-01,CYBER LIBEL,1
SALAYSAY,2021-11-01,ILLEGAL GAMBLING,2
TALOMO (POB.),2021-11-01,DRUNK DRIVING,3
BUHANGIN (POB.),2021-11-01,ROBBERY,7
FATIMA (BENOWANG),2021-11-01,RAPE,3
SALUMAY,2021-11-01,ILLEGAL GAMBLING,6
BARANGAY 14-B,2021-11-01,MURDER,4
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",2021-11-01,DRUNK DRIVING,2
SALOY,2021-11-01,MURDER,4
BARANGAY 18-B,2021-11-01,DATA BREACH,1
SALOY,2021-11-01,ROBBERY,4
ILANG,2021-11-01,ROBBERY,5
WANGAN,2021-11-01,CYBER LIBEL,3
"ACACIA (BRGY UNDER PS 13, DCPO)",2021-11-01,RAPE,3
TUGBOK (POB.),2021-11-01,THREATS,6
BARANGAY 26-C,2021-11-01,ILLEGAL DRUGS,5
"ACACIA (BRGY UNDER PS 13, DCPO)",2021-11-01,RAPE,3
PANACAN,2021-11-01,DATA BREACH,2
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",2021-11-01,ONLINE SCAM,1
TACUNAN,2021-11-01,RAPE,7
BAGO OSHIRO,2021-11-01,ONLINE SCAM,4
BAGANIHAN,2021-11-01,ONLINE SCAM,2
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",2021-11-01,ILLEGAL GAMBLING,6
TAMAYONG,2021-11-01,ILLEGAL GAMBLING,6
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",2021-11-01,HACKING,3
SAN ISIDRO,2021-11-01,DISTURBANCE,2
TAPAK,2021-11-01,VANDALISM,7
TALOMO RIVER,2021-11-01,ILLEGAL GAMBLING,7
"INDANGAN (BRGY UNDER PS 13, DCPO)",2021-11-01,IDENTITY THEFT,4
NEW VALENCIA,2021-11-01,ONLINE SCAM,4
LAMANAN,2021-11-01,ROBBERY,7
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",2021-11-01,DISTURBANCE,6
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",2021-11-01,DATA BREACH,1
LAMANAN,2021-11-01,RAPE,4
COMMUNAL,2021-11-01,UNAUTHORIZED ACCESS,1
MARILOG,2021-11-01,IDENTITY THEFT,1
RIVERSIDE,2021-11-01,COMPUTER FRAUD,4
TIBUNGCO,2021-11-01,ROBBERY,6
MALAGOS,2021-11-01,ILLEGAL POSSESSION OF FIREARM,5
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2021-11-01,ILLEGAL GAMBLING,6
MAGSAYSAY,2021-11-01,ILLEGAL POSSESSION OF FIREARM,2
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",2021-11-01,COMPUTER FRAUD,1
76-A BUCANA,2021-11-01,THREATS,7
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",2021-11-01,ILLEGAL GAMBLING,4
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",2021-11-01,CYBER LIBEL,3
TORII (POB.),2021-11-01,DATA BREACH,2
"INDANGAN (BRGY UNDER PS 13, DCPO)",2021-11-01,DATA BREACH,1
DALIAO,2021-11-01,THREATS,6
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",2021-11-01,UNAUTHORIZED ACCESS,4
MATINA PANGI,2021-11-01,THEFT,6
ALFONSO ANGLIONGTO SR,2021-11-01,DRUNK DRIVING,4
TACUNAN,2021-11-01,ILLEGAL POSSESSION OF FIREARM,5
SIRIB,2021-11-01,ROBBERY,7
WANGAN,2021-11-01,DISTURBANCE,5
BARANGAY 39-D (POB.),2021-11-01,ILLEGAL POSSESSION OF FIREARM,4
BARANGAY 11-A,2021-11-01,ILLEGAL POSSESSION OF FIREARM,3
BARANGAY 5-A (POB.),2021-11-01,MURDER,5
SANTO NINO,2021-11-01,ILLEGAL DRUGS,4
BARANGAY 23-C,2021-11-01,RAPE,5
TAMBOBONG,2021-11-01,CYBER LIBEL,1
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",2021-11-01,THREATS,3
ALAMBRE,2021-11-01,ILLEGAL GAMBLING,6
BARANGAY 23-C,2021-11-01,ONLINE SCAM,2
SALAPAWAN,2021-11-01,IDENTITY THEFT,2
MAHAYAG,2021-11-01,PHYSICAL INJURY,5
BUDA,2021-11-01,HACKING,2
MARILOG,2021-11-01,PHYSICAL INJURY,6
SALAPAWAN,2021-12-01,ILLEGAL GAMBLING,2
BARANGAY 22-C,2021-12-01,THEFT,4
BUNAWAN (POB.),2021-12-01,MURDER,3
MAGSAYSAY,2021-12-01,PHYSICAL INJURY,2
TAMBOBONG,2021-12-01,PHYSICAL INJURY,6
BARANGAY 26-C,2021-12-01,ROBBERY,3
MAGSAYSAY,2021-12-01,ILLEGAL DRUGS,3
"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",2021-12-01,ILLEGAL GAMBLING,7
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",2021-12-01,ILLEGAL DRUGS,7
SALOY,2021-12-01,THREATS,2
PAMPANGA,2021-12-01,DISTURBANCE,3
CABANTIAN,2021-12-01,ILLEGAL GAMBLING,6
"MANDUG (BRGY UNDER PS 13, DCPO)",2021-12-01,THREATS,6
CALINAN (POB.),2021-12-01,RAPE,7
BARANGAY 38-D (OB.),2021-12-01,VANDALISM,5
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",2021-12-01,THEFT,2
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",2021-12-01,DRUNK DRIVING,7
SIRIB,2021-12-01,HACKING,1
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",2021-12-01,VANDALISM,2
BAYABAS,2021-12-01,MURDER,6
LASANG,2021-12-01,ONLINE SCAM,3
SALAPAWAN,2021-12-01,MURDER,2
BARANGAY 38-D (OB.),2021-12-01,PHYSICAL INJURY,3
TORII (POB.),2021-12-01,MURDER,5
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",2021-12-01,COMPUTER FRAUD,2
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",2021-12-01,UNAUTHORIZED ACCESS,3
TUNGKALAN,2021-12-01,ILLEGAL GAMBLING,4
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",2021-12-01,ILLEGAL POSSESSION OF FIREARM,5
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",2021-12-01,CYBER LIBEL,2
RIVERSIDE,2021-12-01,ILLEGAL POSSESSION OF FIREARM,4
40-D BOLTON ISLA,2021-12-01,ILLEGAL GAMBLING,4
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",2021-12-01,UNAUTHORIZED ACCESS,3
"WAAN (BRGY UNDER ps 13, DCPO)",2021-12-01,ONLINE SCAM,3
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",2021-12-01,ROBBERY,5
MINTAL,2021-12-01,VANDALISM,5
LAMANAN,2021-12-01,UNAUTHORIZED ACCESS,1
BARANGAY 22-C,2021-12-01,VANDALISM,7
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",2021-12-01,PHYSICAL INJURY,5
LAMANAN,2021-12-01,COMPUTER FRAUD,3
BAGO OSHIRO,2021-12-01,ILLEGAL POSSESSION OF FIREARM,7
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",2021-12-01,ILLEGAL GAMBLING,7
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",2021-12-01,VANDALISM,6
SUBASTA,2021-12-01,MURDER,6
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",2021-12-01,VANDALISM,4
TACUNAN,2021-12-01,DISTURBANCE,6
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",2021-12-01,HACKING,2
MARILOG,2021-12-01,ILLEGAL DRUGS,6
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",2021-12-01,MURDER,2
BARANGAY 5-A (POB.),2021-12-01,DISTURBANCE,7
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",2021-12-01,UNAUTHORIZED ACCESS,1
BARANGAY 23-C,2021-12-01,DRUNK DRIVING,5
"ACACIA (BRGY UNDER PS 13, DCPO)",2021-12-01,VANDALISM,2
RIVERSIDE,2021-12-01,CYBER LIBEL,1
"MANDUG (BRGY UNDER PS 13, DCPO)",2021-12-01,CYBER LIBEL,4
TAMBOBONG,2021-12-01,ILLEGAL DRUGS,7
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",2021-12-01,UNAUTHORIZED ACCESS,1
76-A (BUCANA),2021-12-01,ILLEGAL POSSESSION OF FIREARM,2
76-A (BUCANA),2021-12-01,ROBBERY,6
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",2021-12-01,VANDALISM,7
BARANGAY 2-A (POB.),2021-12-01,HACKING,1
TIBUNGCO,2021-12-01,VANDALISM,5
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",2021-12-01,ILLEGAL GAMBLING,3
TAMAYONG,2021-12-01,ILLEGAL POSSESSION OF FIREARM,6
BARANGAY 22-C,2021-12-01,ONLINE SCAM,2
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",2021-12-01,COMPUTER FRAUD,1
BARANGAY 38-D (OB.),2021-12-01,MURDER,3
BANTOL,2021-12-01,DRUNK DRIVING,5
CATALUNAN GRANDE,2021-12-01,ILLEGAL GAMBLING,6
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",2021-12-01,MURDER,2
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",2021-12-01,CYBER LIBEL,4
TALOMO RIVER,2022-01-01,ILLEGAL DRUGS,6
TIGATTO,2022-01-01,HACKING,3
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",2022-01-01,ILLEGAL GAMBLING,5
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2022-01-01,COMPUTER FRAUD,4
SALUMAY,2022-01-01,ILLEGAL GAMBLING,2
BARANGAY 18-B,2022-01-01,THEFT,3
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",2022-01-01,DISTURBANCE,3
EDEN,2022-01-01,IDENTITY THEFT,3
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",2022-01-01,CYBER LIBEL,3
SAN ISIDRO,2022-01-01,MURDER,7
LACSON,2022-01-01,PHYSICAL INJURY,4
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",2022-01-01,COMPUTER FRAUD,1
BAO JOAQUIN,2022-01-01,UNAUTHORIZED ACCESS,4
MINTAL,2022-01-01,DATA BREACH,3
BARANGAY 11-A,2022-01-01,ROBBERY,6
LAMANAN,2022-01-01,ILLEGAL POSSESSION OF FIREARM,4
74-A (MATINA CROSSING),2022-01-01,IDENTITY THEFT,2
BAYABAS,2022-01-01,CYBER LIBEL,2
BARANGAY 28-C,2022-01-01,ILLEGAL POSSESSION OF FIREARM,6
MATINA PANGI,2022-01-01,DISTURBANCE,3
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",2022-01-01,RAPE,7
BANTOL,2022-01-01,ILLEGAL DRUGS,3
SAN ISIDRO,2022-01-01,DATA BREACH,2
MARILOG,2022-01-01,ROBBERY,3
VICENTE HIZON SR.,2022-01-01,ROBBERY,5
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",2022-01-01,VANDALISM,6
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2022-01-01,DATA BREACH,4
PAQUIBATO (POB.),2022-01-01,CYBER LIBEL,4
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",2022-01-01,ILLEGAL POSSESSION OF FIREARM,3
BAGUIO PROPER,2022-01-01,ILLEGAL GAMBLING,3
BARANGAY 32-D,2022-01-01,MURDER,7
TIGATTO,2022-01-01,THREATS,4
LIZADA,2022-01-01,ROBBERY,2
BAO JOAQUIN,2022-01-01,DATA BREACH,4
BAYABAS,2022-01-01,DATA BREACH,3
TACUNAN,2022-01-01,RAPE,2
BARANGAY 39-D (POB.),2022-01-01,ILLEGAL DRUGS,6
BARANGAY 11-A,2022-01-01,THREATS,5
MABUHAY,2022-01-01,COMPUTER FRAUD,3
WINES,2022-01-01,DRUNK DRIVING,7
BARANGAY 17-B,2022-01-01,DATA BREACH,2
BARANGAY 2-A (POB.),2022-01-01,DISTURBANCE,4
EDEN,2022-01-01,ONLINE SCAM,3
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",2022-01-01,ILLEGAL GAMBLING,3
MARAPANGI,2022-01-01,ILLEGAL DRUGS,2
BARANGAY 2-A (POB.),2022-01-01,COMPUTER FRAUD,4
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",2022-01-01,ONLINE SCAM,1
BARANGAY 32-D,2022-01-01,DATA BREACH,3
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",2022-01-01,UNAUTHORIZED ACCESS,2
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",2022-01-01,RAPE,3
"INDANGAN (BRGY UNDER PS 13, DCPO)",2022-01-01,ROBBERY,5
CATALUNAN GRANDE,2022-01-01,ILLEGAL POSSESSION OF FIREARM,6
SIRIB,2022-01-01,THREATS,4
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",2022-01-01,DISTURBANCE,2
MARILOG,2022-01-01,RAPE,3
MATINA PANGI,2022-01-01,VANDALISM,2
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",2022-01-01,VANDALISM,7
BARANGAY 23-C,2022-01-01,THREATS,3
PAMPANGA,2022-01-01,DATA BREACH,2
MALABOG,2022-01-01,ILLEGAL POSSESSION OF FIREARM,2
TALOMO RIVER,2022-01-01,DRUNK DRIVING,4
BARANGAY 14-B,2022-01-01,MURDER,7
MALAGOS,2022-01-01,ILLEGAL GAMBLING,4
SUBASTA,2022-01-01,PHYSICAL INJURY,5
